
Analysis:bar2, Loadset:LoadSet1
max_beam_bending, 0
max_beam_tensile, 0
max_beam_torsion, 0
max_beam_total, 0
max_disp_mag, 0.20545, -10, -50, -1.22465e-15
max_disp_x, 0.203237, -10, -50, -1.22465e-15
max_disp_y, -0.030077, -10, -50, -1.22465e-15
max_disp_z, -0.000801703, 6.97551, 37.4239, -7.1962
max_prin_mag, 146.396, -10, 50, -1.22465e-15
max_rot_mag, 0, 0, -0.135044, -1.77494e-30
max_rot_x, 0, -3.52315, 12.4423, -6.05396
max_rot_y, 0, -3.52315, 12.4423, -6.05396
max_rot_z, 0, -3.52315, 12.4423, -6.05396
max_stress_prin, 146.396, -10, 50, -1.22465e-15
max_stress_vm, 117.76, 10, 37.4564, 1.22465e-15
max_stress_xx, 58.4767, -10, 50, -1.22465e-15
max_stress_xy, -23.0017, -10, 50, -1.22465e-15
max_stress_xz, 4.25584, 0.114052, 50, 7.49927
max_stress_yy, 140.371, -10, 50, -1.22465e-15
max_stress_yz, -15.9054, -7.07729, 50, -7.06484
max_stress_zz, 58.9313, -10, 50, -1.22465e-15
min_stress_prin, -143.078, 10, 50, 1.22465e-15
strain_energy, 101.603
